STATUS | wrapper  | 2024/02/20 10:30:40.123 | --> Wrapper Started as Console
INFO   | jvm 1    | 2024/02/20 10:31:15.478 | [Tue Feb 20 10:31:15 UTC 2024] Process : StandaloneApplnProcess          [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:15.478 | [Tue Feb 20 10:31:15 UTC 2024] Process : AMUrlMonitorProcess             [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:17.281 | [Tue Feb 20 10:31:17 UTC 2024] Process : AMRBMProcess                    [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:17.281 | [Tue Feb 20 10:31:17 UTC 2024] Process : NmsPolicyMgr                    [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:17.281 | [Tue Feb 20 10:31:17 UTC 2024] Process : NMSMServer                      [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:17.281 | [Tue Feb 20 10:31:17 UTC 2024] Process : AMCAMProcess                    [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.282 | [Tue Feb 20 10:31:18 UTC 2024] Process : ApplnStandaloneBE               [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.282 | [Tue Feb 20 10:31:18 UTC 2024] Process : DiscoveryProcess                [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.283 | [Tue Feb 20 10:31:18 UTC 2024] Process : ScheduledBackupProcess          [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.283 | [Tue Feb 20 10:31:18 UTC 2024] Process : NMSSAServer                     [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.283 | [Tue Feb 20 10:31:18 UTC 2024] Process : OAuthRefreshAccessToken         [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.283 | [Tue Feb 20 10:31:18 UTC 2024] Process : AMExtProdIntegrationProcess     [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.284 | [Tue Feb 20 10:31:18 UTC 2024] Process : APMTracker                      [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.285 | [Tue Feb 20 10:31:18 UTC 2024] Process : NmsAuthenticationManager        [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.689 | [Tue Feb 20 10:31:18 UTC 2024] Process : NmsConfigurationServer          [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:18.689 | [Tue Feb 20 10:31:18 UTC 2024] Process : NmsAuthManager                  [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:21.593 | [Tue Feb 20 10:31:21 UTC 2024] Process : DBServer                        [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:22.394 | [Tue Feb 20 10:31:22 UTC 2024] Process : Collector                       [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:23.395 | [Tue Feb 20 10:31:23 UTC 2024] Process : MapServerBE                     [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:23.896 | [Tue Feb 20 10:31:23 UTC 2024] Process : AMFaultProcess                  [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:31:24.998 | [Tue Feb 20 10:31:24 UTC 2024] Process : AMEventProcess                  [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:32:44.737 | [Tue Feb 20 10:32:44 UTC 2024] Process : MonitorsAdder                   [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:33:51.732 | [Tue Feb 20 10:33:51 UTC 2024] Process : AMServerFramework               [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:33:54.235 | [Tue Feb 20 10:33:54 UTC 2024] Process : AMDataArchiverProcess           [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:33:54.236 | [Tue Feb 20 10:33:54 UTC 2024] Process : EventFE                         [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:33:54.236 | [Tue Feb 20 10:33:54 UTC 2024] Process : AlertFE                         [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:33:54.236 | [Tue Feb 20 10:33:54 UTC 2024] Process : NmsMainFE                       [ Started ] 
INFO   | jvm 1    | 2024/02/20 10:33:54.237 | 
INFO   | jvm 1    | 2024/02/20 10:33:54.438 | Verifying connection with web server... verified 
INFO   | jvm 1    | 2024/02/20 10:33:54.438 | 
INFO   | jvm 1    | 2024/02/20 10:33:54.438 | Applications Manager started successfully.
INFO   | jvm 1    | 2024/02/20 10:33:54.439 | 
INFO   | jvm 1    | 2024/02/20 10:33:54.439 | Please connect your client to the web server on: [ http://43.205.195.84:9090 ]
INFO   | jvm 1    | 2024/02/20 10:33:54.439 | 
INFO   | jvm 1    | 2024/02/20 10:34:09.558 | [20 Feb 2024 10:34:09:517] [com.me.cp.CredentialProvider isPAMConfigured] [SEVERE]: check if PAM is configured from API
INFO   | jvm 1    | 2024/02/20 10:37:42.836 | [20 Feb 2024 10:37:42:753] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:37:42.836 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:37:42.836 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:37:42.836 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:37:42.836 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:37:42.836 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:37:42.837 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:37:42.837 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:37:42.837 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:37:42.837 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:37:42.837 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:37:42.837 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:37:42.837 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:37:42.837 | 
INFO   | jvm 1    | 2024/02/20 10:37:53.751 | [20 Feb 2024 10:37:53:739] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:37:53.752 | 
INFO   | jvm 1    | 2024/02/20 10:38:17.282 | [20 Feb 2024 10:38:17:204] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:38:17.282 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:38:17.282 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:38:17.282 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:38:17.282 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:38:17.282 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:38:17.282 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:38:17.282 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:38:17.283 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:38:17.283 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:38:17.283 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:38:17.283 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:38:17.283 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:38:17.283 | 
INFO   | jvm 1    | 2024/02/20 10:38:44.416 | [20 Feb 2024 10:38:44:373] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:38:44.416 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:38:44.416 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:38:44.417 | 
INFO   | jvm 1    | 2024/02/20 10:39:13.754 | [20 Feb 2024 10:39:13:659] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:39:13.754 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:39:13.754 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:39:13.754 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:39:13.754 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:39:13.755 | 
INFO   | jvm 1    | 2024/02/20 10:39:45.696 | [20 Feb 2024 10:39:45:673] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:39:45.696 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:39:45.696 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:39:45.697 | 
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | [20 Feb 2024 10:40:13:175] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:40:13.231 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:40:13.232 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:40:13.232 | 
INFO   | jvm 1    | 2024/02/20 10:40:40.766 | [20 Feb 2024 10:40:40:667] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:40:40.767 | 
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | [20 Feb 2024 10:41:12:224] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:41:12.307 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:41:12.308 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:41:12.308 | 
INFO   | jvm 1    | 2024/02/20 10:41:40.443 | [20 Feb 2024 10:41:40:357] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
